1663208385.116169 tcp   SYN-SENT 0      1               192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,984ms,0) uid:20001 ino:871592 sk:1c11 1663208385.116239 	 olia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:12977124 lastrcv:12977124 lastack:12977124 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                          
1663208385.711256 tcp   ESTAB    0      114240          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,088ms,0) uid:20001 ino:871593 sk:1c1d 1663208385.711270 	 ts sack olia wscale:7,7 rto:240 rtt:39.081/1.846 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:80 ssthresh:80 bytes_sent:1770549 bytes_retrans:239904 bytes_acked:1416406 segs_out:1253 segs_in:264 data_segs_out:1250 send 23385277bps lastrcv:556 pacing_rate 28062328bps delivery_rate 27506416bps delivered:1003 busy:524ms sndbuf_limited:356ms(67.9%) unacked:80 retrans:0/168 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.199                      
1663208385.711284 mptcp ESTAB    0      248472          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,088ms,0) uid:20001 ino:871592 sk:1c16 1663208385.711298 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:ab                                                                                                                                                                                                                                                                                                                                                                                         
1663208385.711312 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f1:55315 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,472ms,0) uid:20001 ino:871593 sk:1c17 1663208385.711330 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                                                                                   
1663208385.711406 mptcp SYN-SENT 0      1      192.168.10.2%enp6s0f0:49651 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,472ms,0) uid:20001 ino:871593 sk:1c18 1663208385.711416 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                                                                                   
1663208385.711426 mptcp ESTAB    0      211344 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,252ms,0) uid:20001 ino:871593 sk:1c19 1663208385.711437 	 subflows:1 add_addr_signal:3 add_addr_accepted_max:7 write_seq:21800000594 snd_una:94                                                                                                                                                                                                                                                                                                                                                                       
1663208385.711447 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f1:50731 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,440ms,0) uid:20001 ino:871592 sk:1c1a 1663208385.711457 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                                                                                   
1663208385.711487 mptcp SYN-SENT 0      1      192.168.10.2%enp6s0f0:51387 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,440ms,0) uid:20001 ino:871592 sk:1c1b 1663208385.711497 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                                                                                   
1663208385.711507 mptcp ESTAB    0      178500 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,132ms,0) uid:20001 ino:871592 sk:1c1c 1663208385.711517 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:7d                                                                                                                                                                                                                                                                                                                                                                                         
1663208385.711527 mptcp ESTAB    0      114240          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,088ms,0) uid:20001 ino:871593 sk:1c1d 1663208385.711538 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:50                                                                                                                                                                                                                                                                                                                                                                                         
1663208385.861365 tcp   ESTAB    0      248472          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,068ms,0) uid:20001 ino:871592 sk:1c16 1663208385.861436 	 ts sack olia wscale:7,7 rto:232 rtt:30.298/0.101 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:174 ssthresh:174 bytes_sent:4717885 bytes_retrans:486948 bytes_acked:3988178 segs_out:3313 segs_in:624 data_segs_out:3310 send 65607499bps lastsnd:4 lastrcv:736 lastack:4 pacing_rate 78728344bps delivery_rate 63080960bps delivered:2800 busy:672ms sndbuf_limited:256ms(38.1%) unacked:170 retrans:0/341 rcv_space:14280 rcv_ssthresh:64108 notsent:5712 minrtt:30.104
1663208385.861454 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f1:55315 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,328ms,0) uid:20001 ino:871593 sk:1c17 1663208385.861465 	 olia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:12977872 lastrcv:12977872 lastack:12977872 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                                  
1663208385.861541 tcp   SYN-SENT 0      1      192.168.10.2%enp6s0f0:49651 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,328ms,0) uid:20001 ino:871593 sk:1c18 1663208385.861551 	 olia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:12977872 lastrcv:12977872 lastack:12977872 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                                  
1663208385.861560 tcp   ESTAB    0      189924 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,072ms,0) uid:20001 ino:871593 sk:1c19 1663208385.861570 	 ts sack olia wscale:7,7 rto:232 rtt:30.978/0.114 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:133 ssthresh:133 bytes_sent:3607336 bytes_retrans:396984 bytes_acked:3026141 segs_out:2535 segs_in:628 data_segs_out:2533 send 49047453bps lastrcv:640 pacing_rate 58855752bps delivery_rate 48650120bps delivered:2127 busy:612ms sndbuf_limited:136ms(22.2%) unacked:129 retrans:0/278 rcv_space:14280 rcv_ssthresh:64108 notsent:5712 minrtt:30.115                    
1663208385.861580 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f1:50731 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,296ms,0) uid:20001 ino:871592 sk:1c1a 1663208385.861598 	 olia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:12977872 lastrcv:12977872 lastack:12977872 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                                  
1663208385.861632 tcp   SYN-SENT 0      1      192.168.10.2%enp6s0f0:51387 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,296ms,0) uid:20001 ino:871592 sk:1c1b 1663208385.861642 	 olia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:12977872 lastrcv:12977872 lastack:12977872 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                                  
1663208385.861652 tcp   ESTAB    0      178500 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c1c 1663208385.861662 	 ts sack olia wscale:7,7 rto:232 rtt:30.629/0.074 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:125 ssthresh:125 bytes_sent:3463164 bytes_retrans:361284 bytes_acked:2927665 segs_out:2431 segs_in:583 data_segs_out:2429 send 46622482bps lastrcv:676 pacing_rate 55946744bps delivery_rate 45768928bps delivered:2055 busy:640ms sndbuf_limited:152ms(23.8%) unacked:122 retrans:0/253 rcv_space:14280 rcv_ssthresh:64108 notsent:4284 minrtt:30.23                     
1663208385.861671 tcp   ESTAB    0      114240          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,068ms,0) uid:20001 ino:871593 sk:1c1d 1663208385.861681 	 ts sack olia wscale:7,7 rto:232 rtt:30.256/0.083 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:80 ssthresh:80 bytes_sent:2323185 bytes_retrans:239904 bytes_acked:1969042 segs_out:1640 segs_in:444 data_segs_out:1637 send 30206240bps lastsnd:4 lastrcv:708 lastack:4 pacing_rate 36246584bps delivery_rate 29438552bps delivered:1390 busy:676ms sndbuf_limited:508ms(75.1%) unacked:80 retrans:0/168 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.104                
1663208385.861692 mptcp ESTAB    0      248472          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c16 1663208385.861702 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:ac                                                                                                                                                                                                                                                                                                                                                                                                       
